"cancelled","financial_status","fulfillment_status","order_id","order_name","purchase_option","sale_kind","sale_line_type","cost_tracked","customer_id","customer_type","orders","total_sales","average_order_value","discounts","gross_sales","net_sales","returns","shipping","taxes","total_tips","total_cost","gross_profit","gross_margin","units_per_transaction","customers","pending_sales","ordered_item_quantity","net_quantity","average_units_ordered"
"No","paid","fulfilled","4557497368821","#26714","One-time","order","product","No","5931415961845","First-time","1","20.99","20.99","0","20.99","20.99","0","0","0","0","0","0","0","1","1","0","1","1","1"
"No","paid","fulfilled","4572130148597","#27300","One-time","order","product","No","5950752030965","First-time","1","20.99","20.99","0","20.99","20.99","0","0","0","0","0","0","0","1","1","0","1","1","1"
"No","paid","fulfilled","4058943914163","#26178","One-time","order","product","No","5591750279347","First-time","1","20.99","20.99","0","20.99","20.99","0","0","0","0","0","0","0","1","1","0","1","1","1"
"No","paid","fulfilled","4050243780787","#26124","One-time","order","product","No","5578386178227","First-time","1","20.99","20.99","0","20.99","20.99","0","0","0","0","0","0","0","1","1","0","1","1","1"
"No","paid","fulfilled","4081590632627","#26285","One-time","order","product","No","5651989725363","First-time","1","20.99","20.99","0","20.99","20.99","0","0","0","0","0","0","0","1","1","0","1","1","1"
"No","paid","fulfilled","4017513300147","#25915","One-time","order","product","No","5537352253619","First-time","1","20.99","20.99","0","20.99","20.99","0","0","0","0","0","0","0","1","1","0","1","1","1"
"No","paid","fulfilled","4649652879605","#29361","One-time","order","product","No","6045606150389","First-time","1","20.99","20.99","0","20.99","20.99","0","0","0","0","0","0","0","1","1","0","1","1","1"
"No","paid","fulfilled","4573072752885","#27320","One-time","order","product","No","5951982043381","First-time","1","20.99","20.99","0","20.99","20.99","0","0","0","0","0","0","0","1","1","0","1","1","1"
"No","paid","fulfilled","4596086505717","#28067","One-time","order","product","No","5977718784245","First-time","1","20.99","20.99","0","20.99","20.99","0","0","0","0","0","0","0","1","1","0","1","1","1"
"No","paid","fulfilled","4606137368821","#28400","One-time","order","product","No","5988887363829","First-time","1","20.99","20.99","0","20.99","20.99","0","0","0","0","0","0","0","1","1","0","1","1","1"
"No","paid","fulfilled","4579213213941","#27449","One-time","order","product","No","5957846008053","First-time","1","20.99","20.99","0","20.99","20.99","0","0","0","0","0","0","0","1","1","0","1","1","1"
"No","paid","fulfilled","4603645395189","#28354","One-time","order","product","No","5986054701301","First-time","1","20.99","20.99","0","20.99","20.99","0","0","0","0","0","0","0","1","1","0","1","1","1"
"No","paid","fulfilled","4588042420469","#27727","One-time","order","product","No","5967260516597","First-time","1","20.99","20.99","0","20.99","20.99","0","0","0","0","0","0","0","1","1","0","1","1","1"
"No","paid","fulfilled","4572507111669","#27306","One-time","order","product","No","5951415746805","First-time","1","20.99","20.99","0","20.99","20.99","0","0","0","0","0","0","0","1","1","0","1","1","1"
"No","paid","fulfilled","4684678824181","#30236","One-time","order","product","No","6089136767221","First-time","1","20.99","20.99","0","20.99","20.99","0","0","0","0","0","0","0","1","1","0","1","1","1"
"No","paid","fulfilled","4695472931061","#30459","One-time","order","product","No","6106432635125","First-time","1","20.99","20.99","0","20.99","20.99","0","0","0","0","0","0","0","1","1","0","1","1","1"
"No","paid","fulfilled","3992989237427","#25752","One-time","order","product","No","5507542122675","First-time","1","20.99","20.99","0","20.99","20.99","0","0","0","0","0","0","0","1","1","0","1","1","1"
"No","paid","fulfilled","4564524204277","#27120","One-time","order","product","No","5941141897461","First-time","1","20.99","20.99","0","20.99","20.99","0","0","0","0","0","0","0","1","1","0","1","1","1"
"No","paid","fulfilled","4591361556725","#27877","One-time","order","product","No","5971371884789","First-time","1","20.99","20.99","0","20.99","20.99","0","0","0","0","0","0","0","1","1","0","1","1","1"
"No","paid","fulfilled","4617557541109","#28631","One-time","order","product","No","6003642925301","First-time","1","20.99","20.99","0","20.99","20.99","0","0","0","0","0","0","0","1","1","0","1","1","1"
"No","paid","fulfilled","4637883465973","#29085","One-time","order","product","No","6030355923189","First-time","1","20.99","20.99","0","20.99","20.99","0","0","0","0","0","0","0","1","1","0","1","1","1"
"No","paid","fulfilled","4649410756853","#29357","One-time","order","product","No","6045346169077","First-time","1","20.99","20.99","0","20.99","20.99","0","0","0","0","0","0","0","1","1","0","1","1","1"
"No","paid","fulfilled","4587329028341","#27706","One-time","order","product","No","5966453899509","First-time","1","20.99","20.99","0","20.99","20.99","0","0","0","0","0","0","0","1","1","0","1","1","1"
"No","paid","fulfilled","4643493740789","#29185","One-time","order","product","No","6037438136565","First-time","1","20.99","20.99","0","20.99","20.99","0","0","0","0","0","0","0","1","1","0","1","1","1"
"No","paid","fulfilled","4599671947509","#28255","One-time","order","product","No","5981238755573","First-time","1","20.99","20.99","0","20.99","20.99","0","0","0","0","0","0","0","1","1","0","1","1","1"
"No","paid","fulfilled","4561495294197","#26959","One-time","order","product","No","5937256726773","First-time","1","20.99","20.99","0","20.99","20.99","0","0","0","0","0","0","0","1","1","0","1","1","1"
"No","paid","fulfilled","4576296075509","#27373","One-time","order","product","No","5954937749749","First-time","1","20.99","20.99","0","20.99","20.99","0","0","0","0","0","0","0","1","1","0","1","1","1"
"No","paid","fulfilled","4648906031349","#29316","One-time","order","product","No","5958082822389","First-time","1","20.99","20.99","0","20.99","20.99","0","0","0","0","0","0","0","1","1","0","1","1","1"
"No","paid","fulfilled","3960110186675","#25530","One-time","order","product","No","5441088323763","First-time","1","20.99","20.99","0","20.99","20.99","0","0","0","0","0","0","0","1","1","0","1","1","1"
"No","paid","fulfilled","4051867041971","#26138","One-time","order","product","No","5581076627635","First-time","1","20.99","20.99","0","20.99","20.99","0","0","0","0","0","0","0","1","1","0","1","1","1"
"No","paid","fulfilled","4556644188405","#26700","One-time","order","product","No","5930543317237","First-time","1","20.99","20.99","0","20.99","20.99","0","0","0","0","0","0","0","1","1","0","1","1","1"
"No","paid","fulfilled","4684707365109","#30237","One-time","order","product","No","6089172025589","First-time","1","20.99","20.99","0","20.99","20.99","0","0","0","0","0","0","0","1","1","0","1","1","1"
"No","paid","fulfilled","4592466559221","#27940","One-time","order","product","No","5955432481013","First-time","1","20.99","20.99","0","20.99","20.99","0","0","0","0","0","0","0","1","1","0","1","1","1"
"No","paid","fulfilled","4562191188213","#26980","One-time","order","product","No","5938328895733","First-time","1","20.99","20.99","0","20.99","20.99","0","0","0","0","0","0","0","1","1","0","1","1","1"
"No","paid","fulfilled","4554340794613","#26657","One-time","order","product","No","5928188051701","First-time","1","20.99","20.99","0","20.99","20.99","0","0","0","0","0","0","0","1","1","0","1","1","1"
"No","paid","fulfilled","4563585827061","#27048","One-time","order","product","No","5940142309621","First-time","1","20.99","20.99","0","20.99","20.99","0","0","0","0","0","0","0","1","1","0","1","1","1"
"No","paid","fulfilled","4547637838069","#26592","One-time","order","product","No","5923654697205","First-time","1","20.99","20.99","0","20.99","20.99","0","0","0","0","0","0","0","1","1","0","1","1","1"
"No","paid","fulfilled","4108383518899","#26497","One-time","order","product","No","5719349035187","First-time","1","20.99","20.99","0","20.99","20.99","0","0","0","0","0","0","0","1","1","0","1","1","1"
"No","paid","fulfilled","4557439172853","#26713","One-time","order","product","No","5931365204213","First-time","1","20.99","20.99","0","20.99","20.99","0","0","0","0","0","0","0","1","1","0","1","1","1"
"No","paid","fulfilled","3940870979763","#25376","One-time","order","product","No","3397717590113","Returning","1","20.99","20.99","0","20.99","20.99","0","0","0","0","0","0","0","1","1","0","1","1","1"
"No","paid","fulfilled","3956545093811","#25507","One-time","order","product","No","5436590555315","First-time","1","20.99","20.99","0","20.99","20.99","0","0","0","0","0","0","0","1","1","0","1","1","1"
"No","paid","fulfilled","4648932245749","#29320","One-time","order","product","No","3086230945889","Returning","1","20.99","20.99","0","20.99","20.99","0","0","0","0","0","0","0","1","1","0","1","1","1"
"No","paid","fulfilled","4060082634931","#26184","One-time","order","product","No","5593527746739","First-time","1","20.99","20.99","0","20.99","20.99","0","0","0","0","0","0","0","1","1","0","1","1","1"
"No","paid","fulfilled","4593128145141","#27965","One-time","order","product","No","5974495297781","First-time","1","20.99","20.99","0","20.99","20.99","0","0","0","0","0","0","0","1","1","0","1","1","1"
"No","paid","fulfilled","4593540956405","#27975","One-time","order","product","No","5974885236981","First-time","1","20.99","20.99","0","20.99","20.99","0","0","0","0","0","0","0","1","1","0","1","1","1"
"No","paid","fulfilled","4594033754357","#27994","One-time","order","product","No","5975566024949","First-time","1","20.99","20.99","0","20.99","20.99","0","0","0","0","0","0","0","1","1","0","1","1","1"
"No","paid","unfulfilled","4697173328117","#30521","One-time","order","product","No","6108271968501","First-time","1","20.99","20.99","0","20.99","20.99","0","0","0","0","0","0","0","1","1","0","1","1","1"
"No","paid","fulfilled","4047772188851","#26103","One-time","order","product","No","5575169343667","First-time","1","20.99","20.99","0","20.99","20.99","0","0","0","0","0","0","0","1","1","0","1","1","1"
"No","paid","fulfilled","4032127467699","#25997","One-time","order","product","No","5555677331635","First-time","1","20.99","20.99","0","20.99","20.99","0","0","0","0","0","0","0","1","1","0","1","1","1"
"No","paid","fulfilled","4591697494261","#27895","One-time","order","product","No","5971767591157","First-time","1","20.99","20.99","0","20.99","20.99","0","0","0","0","0","0","0","1","1","0","1","1","1"
"No","paid","fulfilled","4582298517749","#27540","One-time","order","product","No","5961018147061","First-time","1","20.99","20.99","0","20.99","20.99","0","0","0","0","0","0","0","1","1","0","1","1","1"
"No","paid","fulfilled","4606764155125","#28419","One-time","order","product","No","5989664522485","First-time","1","20.99","20.99","0","20.99","20.99","0","0","0","0","0","0","0","1","1","0","1","1","1"
"No","paid","fulfilled","4572299395317","#27301","One-time","order","product","No","5951179522293","First-time","1","20.99","20.99","0","20.99","20.99","0","0","0","0","0","0","0","1","1","0","1","1","1"
"No","paid","fulfilled","4680018657525","#30149","One-time","order","product","No","6082802680053","First-time","1","20.99","20.99","0","20.99","20.99","0","0","0","0","0","0","0","1","1","0","1","1","1"
"No","paid","fulfilled","4563843285237","#27080","One-time","order","product","No","5940378009845","First-time","1","20.99","20.99","0","20.99","20.99","0","0","0","0","0","0","0","1","1","0","1","1","1"
"No","paid","fulfilled","4107534336179","#26489","One-time","order","product","No","5718595403955","First-time","1","20.99","20.99","0","20.99","20.99","0","0","0","0","0","0","0","1","1","0","1","1","1"
"No","paid","fulfilled","4606141923573","#28401","One-time","order","product","No","5988892639477","First-time","1","20.99","20.99","0","20.99","20.99","0","0","0","0","0","0","0","1","1","0","1","1","1"
"No","paid","fulfilled","4566222995701","#27146","One-time","order","product","No","5942951248117","First-time","1","20.99","20.99","0","20.99","20.99","0","0","0","0","0","0","0","1","1","0","1","1","1"
"No","paid","fulfilled","4648872804597","#29305","One-time","order","product","No","6044810051829","First-time","1","20.99","20.99","0","20.99","20.99","0","0","0","0","0","0","0","1","1","0","1","1","1"
"No","paid","fulfilled","4016205201587","#25908","One-time","order","product","No","5535865897139","First-time","1","20.99","20.99","0","20.99","20.99","0","0","0","0","0","0","0","1","1","0","1","1","1"
"No","paid","fulfilled","4592454041845","#27939","One-time","order","product","No","5973529100533","First-time","1","20.99","20.99","0","20.99","20.99","0","0","0","0","0","0","0","1","1","0","1","1","1"
"No","paid","fulfilled","4563735118069","#27068","One-time","order","product","No","5940284948725","First-time","1","20.99","20.99","0","20.99","20.99","0","0","0","0","0","0","0","1","1","0","1","1","1"
"No","paid","fulfilled","4643076243701","#29164","One-time","order","product","No","367071445","Returning","1","20.99","20.99","0","20.99","20.99","0","0","0","0","0","0","0","1","1","0","1","1","1"
"No","paid","fulfilled","4598182445301","#28170","One-time","order","product","No","5979760623861","First-time","1","20.99","20.99","0","20.99","20.99","0","0","0","0","0","0","0","1","1","0","1","1","1"
"No","paid","fulfilled","4083781370035","#26303","One-time","order","product","No","5664840122547","First-time","1","20.99","20.99","0","20.99","20.99","0","0","0","0","0","0","0","1","1","0","1","1","1"
"No","paid","fulfilled","4104687943859","#26452","One-time","order","product","No","5715878150323","First-time","1","20.99","20.99","0","20.99","20.99","0","0","0","0","0","0","0","1","1","0","1","1","1"
"No","paid","fulfilled","4628951367925","#28930","One-time","order","product","No","6017140719861","First-time","1","20.99","20.99","0","20.99","20.99","0","0","0","0","0","0","0","1","1","0","1","1","1"
